,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接
275,549,整租,真武庙四里 3室1厅 8000元,2019-04-12,BJ2233344652285845504,https://ke-image.ljcdn.com/ehr-personnel/20181117161827252N9RYDQPN.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/6842f7d8-5473-4075-b484-799b5c010a06.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-697dc89e-9861-46c1-b876-ff4ad8b584e0.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a750fb76-7123-40a4-b8b9-22d23ae69f97.jpg.780x439.jpg""]",8000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",3室1厅1卫,70,南 北,,,360,720,低楼层,4,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2233344652285845504.html
276,551,未知,星河湾 4室2厅 38000元,2019-04-12,BJ2233349654178185216,https://ke-image.ljcdn.com/ehr-personnel/20180824135144871SKODLHVI.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/0ad43352-36db-439f-a7a1-1128291f4da2.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/87581e28-8717-496d-bbae-05286e856f6b.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/f8f506e5-6629-4fa1-b2fc-bea39a710142.jpg.780x439.jpg""]",38000,"[""近地铁"", ""新上"", ""随时看房""]",4室2厅4卫,309,南 北,,,暂无数据,暂无数据,低楼层,15,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2233349654178185216.html
277,553,整租,南线阁37号院 国资委央产房 西南三居 精装修拎包入住,2019-04-12,BJ2233349654790553600,https://ke-image.ljcdn.com/ehr-personnel/201808221633367722INWQJBD.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/4a2be63c-3f2d-455b-81ed-898566411efe.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/815c7bfd-0bff-4471-80bc-c6897ee3a208.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/a65e5cac-ab75-49d3-a4a0-3a6efea7a801.jpg.780x439.jpg""]",13000,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",3室1厅1卫,121,西南,,,720,1080,低楼层,24,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,0,1,1,,,"【房源亮点】 西南向三居室，户型方正，采光充足，无浪费面积，家具家电齐全。客厅宽敞明亮，满足居家休息娱乐需求。
【交通出行】 小区门口为公交站枣林前街西口站，有53路;56路;395路;423路;夜12路等公交车通过；距离地铁7号线广安门内站C口890米（数据来源于百…",https://bj.zu.ke.com/zufang/BJ2233349654790553600.html
278,555,整租,永泰园 2室1厅,2019-04-16,BJ2235671375110995968,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555347769230/0139bec92b06a2ae3f1957f28aa194d3.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555347769230/5fda4266e5997760d589ed6b5846fa49.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555347769410/092055e9d3e1abfafe8ac7c0df68eb69.jpg.780x439.jpg""]",6990,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,52,南,,,暂无数据,暂无数据,1,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,简单温馨的房屋风格，配有自如配置的家具家电，满足生活的基本需求；整租两居，给您一个属于自己的空间，享受清晨的一抹阳光，温暖舒适；可独居，可与朋友和家人一起居住，闲暇时间您还可以邀请朋友简单聚餐，与朋友一起分享生活中的喜悦，创享品质生活。,https://bj.zu.ke.com/zufang/BJ2235671375110995968.html
279,557,整租,近地铁、精装两居、家具家电齐全、看房随时！,2019-04-13,BJ2233754700061081600,https://ke-image.ljcdn.com/ehr-personnel/201809121545276467RH1KV1I.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/5aecac20-0d98-4803-bda1-ee9f9c9a4476.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/6cb84478-3e11-4e69-add1-dea5c20381a3.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/09fd7ef0-4f9d-4091-83f1-34fec3b2c59c.jpg.780x439.jpg""]",6100,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,59,东 北,,,3年以上,3年以上,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【户型介绍】 此房源为东北的两居，主卧室朝东带阳台，次卧朝北。格局稍微改动过，业主把原来的次卧隔出来一间餐厅、厨房挂东窗。
【装修描述】 此房源为精装修，家具家电齐全，之前业主自住，房子保持的很好，可以拎包入住。
【出租原因】 此房源为业主名下多余房产，暂…",https://bj.zu.ke.com/zufang/BJ2233754700061081600.html
280,559,整租,三里屯南 2室1厅 7000元,2019-04-13,BJ2233761790515216384,https://ke-image.ljcdn.com/ehr-personnel/20180823091913277HYUAMWTE.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/33533500-07df-4d20-ae70-cc0621891acc.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/9f73d26f-1775-4f28-a198-14dcab7fdc39.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/b793ef99-632b-49c3-ad9a-a6eedab22493.jpg.780x439.jpg""]",7000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,69,南 北,,,1年以内,1年以内,中楼层,7,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2233761790515216384.html
281,561,整租,东亚望京中心 1室1厅,2019-04-16,BJ2235676621455491072,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348394351/b40ae4bed9b30c275468f73b50096036.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348394351/e26d244a3e1d1062b5afbd99c1328fca.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348394526/445100564735591898ff106b20a66c03.jpg.780x439.jpg""]",6890,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,40,北,,,暂无数据,暂无数据,12,34,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,此房屋为东亚的独立开间，大厨房会让您尽情享受烹饪的乐趣，卫生间宽敞，屋内配有电视，白蓝风的优格风，让房屋清新起来，带上您的闺蜜或是爱人，为北漂生活营造温暖的港湾，楼下即为阜通地铁站，让您的交通变得如此便利,https://bj.zu.ke.com/zufang/BJ2235676621455491072.html
282,563,整租,中海城香克林 2室1厅 7200元,2019-04-13,BJ2233782668578004992,https://ke-image.ljcdn.com/ehr-personnel/20180823150350757BP1WBPFK.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-516db689-c984-4274-afe5-dd10af2d30ac.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-26ca0008-2ade-429d-9018-0a760d1caa60.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-66ebdc89-f864-4403-932f-3b649134af66.jpg.780x439.jpg""]",7200,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,78,西,,,360,720,中楼层,11,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2233782668578004992.html
283,565,未知,安贞里 1室1厅 6300元,2019-04-13,BJ2233797218761457664,https://ke-image.ljcdn.com/ehr-personnel/20180828184109029A1RUMV9O.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/c51e63c6-89ca-4691-9ed8-0fba33b948c6.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/test-8edfc699-fc99-41ea-a2fd-5f080d9263e9.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/fd88a11f-2212-40c4-b1ad-3a37150cbde2.jpg.780x439.jpg""]",6300,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",1室1厅1卫,43,南,,,暂无数据,暂无数据,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2233797218761457664.html
284,567,整租,15号线 北沙滩 2005年新小区 有燃气正规一室一厅,2019-04-13,BJ2233828410524966912,https://ke-image.ljcdn.com/ehr-personnel/20181220112959871NY0K0OSP.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/5ff69d09-6071-4839-9934-ef588f8bd657.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/ca5d255d-f7b0-4364-a7e6-79220ccd0a34.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/d3140e7e-9c14-4983-96eb-faa2de1e2099.jpg.780x439.jpg""]",7000,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",1室1厅1卫,67,南,,,720,1080,中楼层,18,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,"【房源亮点】 房子很整洁，业主做保洁花了1000余元，好沟通；看房方便欢迎咨询看房。
【装修描述】 装修风格简约干净，家具家电齐全，现在少个电视，业主可以配置。
【小区介绍】 懿品阁小区物业很负责任，保洁、维修方面都没问题，楼道环境有专门人负责；小区是20…",https://bj.zu.ke.com/zufang/BJ2233828410524966912.html
285,569,整租,永泰西里 2室1厅,2019-04-16,BJ2235677133437673472,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348455026/37cf6181cac7ce6da9d21a7d0e96beae.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348455026/664f4e786b171e3248a6518ec92bc763.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348455194/658655877992ce13086db6b961f4b4b2.jpg.780x439.jpg""]",6990,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",2室1厅1卫,58,北,,,暂无数据,暂无数据,2,6,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,0,0,0,0,1,1,0,,,简单温馨的房屋风格，配有自如配置的家具家电，满足生活的基本需求；整租两居，给您一个属于自己的空间，享受清晨的一抹阳光，温暖舒适；可独居，可与朋友和家人一起居住，闲暇时间您还可以邀请朋友简单聚餐，与朋友一起分享生活中的喜悦，创享品质生活。,https://bj.zu.ke.com/zufang/BJ2235677133437673472.html
286,571,整租,澳洲康都 1室0厅 7300元,2019-04-13,BJ2233830269851271168,https://ke-image.ljcdn.com/ehr-personnel/20180822113120989TQPVOK7W.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/0dbcb399-c11c-44eb-aa43-b06e247b9bbf.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/74954e0d-ab83-418a-8b24-c8fa70bd82b4.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/97144f7d-a9ea-422c-a460-08b1a2402fa5.jpg.780x439.jpg""]",7300,"[""近地铁"", ""精装"", ""集中供暖"", ""新上"", ""随时看房""]",1室0厅1卫,67,南,,,360,720,中楼层,28,暂无数据,民电,2019-05-01,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2233830269851271168.html
287,573,未知,芍药居 2室1厅 7600元,2019-04-13,BJ2233900628143783936,https://ke-image.ljcdn.com/ehr-personnel/20180824162446439GISEAWIL.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/14fd0608-528a-47cc-b52c-df6e1df96040.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/1f76ab1e-24b9-408d-a961-fd2c526e693f.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/e3eeb1e3-b2c7-4384-85a8-e4fad485fbe6.JPG.780x439.jpg""]",7600,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",2室1厅1卫,69,南 北,,,暂无数据,暂无数据,中楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2233900628143783936.html
288,575,整租,五月华庭 1室1厅,2019-04-16,BJ2235678394303905792,https://ke-image.ljcdn.com/rent-house-1/b583fbf779e82605193782c16a278a6d.jpg,,,,"[""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348606147/c0076b27ba0496dc06ef497ee205b3b2.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348606147/cb65b45d76f4322ed62d51a3eeeebba8.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/rent-house-1/2b659455896a8fbc9fd92302ea46835f-1555348606343/b5f750f340b5096b5626b54c8fa6a79d.jpg.780x439.jpg""]",6290,"[""公寓"", ""近地铁"", ""押一付一"", ""新上"", ""随时看房""]",1室1厅1卫,34,北,,,暂无数据,暂无数据,3,12,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,0,1,1,0,,,该房源是一个温馨小开间，采光好，明亮宽敞，大大的落地窗，增加了的室内的光线，配置自如家具家电，温馨惬意，小区为高档小区，24小时保安，小区环境优美，绿化面积大，且人员素质较高，是年轻人的社区，欢迎入住,https://bj.zu.ke.com/zufang/BJ2235678394303905792.html
289,577,未知,海户屯 3室1厅 6000元,2019-04-14,BJ2233934980105912320,https://ke-image.ljcdn.com/ehr-personnel/20180824174630984QYM0IMWX.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/9010e28c-db16-4b37-b049-bb7f88a36f67.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/f36203c1-8dad-47dc-beac-112420c5f673.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/bc12cab0-2050-4ccd-ae03-0a5b8595a2a7.jpg.780x439.jpg""]",6000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",3室1厅1卫,68,南 北,,,暂无数据,暂无数据,低楼层,6,暂无数据,民电,随时入住,需提前预约,无,民水,有,0,0,0,0,0,0,0,0,0,0,,,,https://bj.zu.ke.com/zufang/BJ2233934980105912320.html
290,579,整租,和平街十二区 1室1厅 4800元,2019-04-13,BJ2233970596012892160,https://ke-image.ljcdn.com/ehr-personnel/20180824095753096XB22NGSG.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/prod-cd413a70-d548-492a-bfc4-34af3a4f0112.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-416309ff-33aa-4036-b32d-4f76a54589c9.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417031926d95"", ""https://ke-image.ljcdn.com/110000-inspection/prod-faefbb9b-0f97-4234-8fa3-874f1dd6abc4.jpg.780x439.jpg""]",4800,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",1室1厅1卫,38,南,,,1年以内,1年以内,中楼层,5,暂无数据,民电,随时入住,需提前预约,无,民水,有,1,1,1,1,1,1,1,1,1,1,,,,https://bj.zu.ke.com/zufang/BJ2233970596012892160.html
